id,text
Vessel,"ETA/ETB mismatch for MV NORTHERN SKY (IMO 3778873, CS-LG70B) on voyage 001W. Berth plan shows ETB at BP02 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at Pasir Panjang Terminal 2 reflects older figures. Pilotage request pending; quay Q1 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
IMPORT/EXPORT,"With reference to the attached, CO (IL) have submitted T/S with 2nd connecting vessel details. However, today we found that the TLI status is changed to Local discharge, which CO (IL) did not amend anything. Please assist to check and advise how come the status was changed without CO(IL) amendment urgently, as the 2nd carrier ETA SIN on 21-09-2025 at 08:30. | Than replied: As spoken , Customer didnt remove the loader in UI but she did the ""Change equipment status"" via online which will change from TS to LI and remove the loader. If customer needs to declare as TS , they will need do via Shipment/Details . | Than replied: As spoken , Customer didnt remove the loader in UI but she did the ""Change equipment status"" via online which will change from TS to LI and remove the loader. If customer needs to declare as TS , they will need do via Shipment/Details ."
Container Report,Auth token rejection for ONEU3163720 on '/containers/status'. Node clock skew surfacing as intermittent 401/403; partial data for ~18 minutes prior to mitigation. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA.
EDI/API,"Field mapping mismatch across systems for container CMAU2673332. Partner Partner-C posted ANSI X12 301 with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at Pasir Panjang Terminal 2. Booking BK-0YGZHCZA shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. All numeric identifiers are randomized placeholders; no credentials stored. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable."
Container Report,Duplicate EDIFACT CODECO received with conflicting eventTime for EMCU8134255. Later message had older timestamp; last-writer-wins regressed status. | Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews. | Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews.
Container Report,Inbound EDIFACT IFTSTA failed schema validation: unexpected qualifier in EQD for OOLU1518995. Downstream event not created; timeline incomplete. | Patched translator with partner-specific tolerance; reprocessed interchange; verified event creation and analytics ingestion; added schema constraint checks. | Patched translator with partner-specific tolerance; reprocessed interchange; verified event creation and analytics ingestion; added schema constraint checks.
Container Booking,Mismatched shipment party codes for HLCU5817466. Shipper/consignee swapped after a backfill job. Customer raised billing risk; TOS remains accurate but public API cached the wrong roles. Affected terminal: PSA Pasir Panjang; booking BK-H25LLO3R. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference.
Container Report,Inbound EDIFACT COARRI failed schema validation: unexpected qualifier in EQD for CMAU4990650. Downstream event not created; timeline incomplete. | Inbound EDIFACT COARRI failed schema validation: unexpected qualifier in EQD for CMAU4990650. Downstream event not created; timeline incomplete.': Patched translator with partner-specific tolerance; reprocessed interchange; verified event creation and analytics ingestion; added schema constraint checks. | Inbound EDIFACT COARRI failed schema validation: unexpected qualifier in EQD for CMAU4990650. Downstream event not created; timeline incomplete.': Patched translator with partner-specific tolerance; reprocessed interchange; verified event creation and analytics ingestion; added schema constraint checks.
Container Booking,Weight and size attributes for OOLU7835219 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1—slot planning at PSA Keppel misallocated. Voyage BT21; last known location Block F6. Suspect duplicate CODECO from yesterday caused field overwrite. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference.
Vessel,"EDIFACT COARRI inconsistency for MV NORTHERN SKY/25W: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to Vessel Product Team | Escalate to Vessel Product Team"
IMPORT/EXPORT,"I have advised user to submit as create and still encounter errors. Kindly assist PC_ERR_00001: Your request encountered an unexpected error. Please try again, and contact our helpdesk if problem persists | I have advised user to submit as create and still encounter errors. Kindly assist PC_ERR_00001: Your request encountered an unexpected error. Please try again, and contact our helpdesk if problem persists | I have advised user to submit as create and still encounter errors. Kindly assist PC_ERR_00001: Your request encountered an unexpected error. Please try again, and contact our helpdesk if problem persists"
EDI/API,"Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-A, while TOS computed local UTC+8. Container OOCL6466471 milestones appeared out-of-order on the portal; EDIFACT COARRI 'Gate Out' overshadowed later 'Loaded' event. Booking BK-OG40ZH14 not impacted operationally but customer view inconsistent. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team"
